Date,Avoider,Type of Avoid,Avoided
5/27/19,LQ,agg2,TUCA2
5/27/19,LQ,agg3,WY
5/27/19,MF,hd1,IR
5/27/19,PG,fd,ZI
5/27/19,PM,agg2,PB
5/27/19,TL,hd1,YV
5/27/19,TOFN2,s,CU
5/27/19,TW,SG,PY
5/27/19,TWTP2,s,TL
5/27/19,VB,c,ZI
5/27/19,VB,agg2,CF
5/27/19,VP,fd,ZI
5/27/19,YL,fd,HS
5/27/19,YV,agg2,JO
5/27/19,ZE,agg2,IW
5/27/19,ZE,agg1,IW
5/27/19,ZE,fd,QI
5/28/19,AN2,agg2,ZE
5/28/19,AX,agg1,WC
5/28/19,BH,s,YV
5/28/19,BHBC2,agg2,IY
5/28/19,BHBC2,s,IE
5/28/19,BZ,agg2,IY
5/28/19,CA,agg2,HC
5/28/19,CF,agg2,FF
5/28/19,CG,s,IG
5/28/19,CR,agg3,TUCA2
5/28/19,DC,agg2,OI
5/28/19,DO,agg2,FF
5/28/19,DU,s,IR
5/28/19,EA,s,PB
5/28/19,EA,agg2,HS
5/28/19,EA,agg1,IE
5/28/19,EV,agg2,FF
5/28/19,EY,agg2,WC
5/28/19,FF,hd2,HD
5/28/19,FU,agg3,HL
5/28/19,GV,agg3,DG
5/28/19,GV,agg2,DG
5/28/19,IA2,agg2,NW
5/28/19,IF,s,YU
5/28/19,IY,agg2,HS
5/28/19,JO,s,YUFF
5/28/19,KT,s,WR
5/28/19,ML,agg2,TL
5/28/19,MLMS2,agg1,DC
5/28/19,MRMJ2,agg2,CF
5/28/19,MV,s,MZ
5/28/19,MV,agg2,IY
5/28/19,MV,agg3,IY
5/28/19,MZ,s,FD
5/28/19,PY,agg2,DG
5/28/19,TL,hd2,YV
5/28/19,TL,agg2,IQ
5/28/19,TL,hd1,YV
5/28/19,TUCA2,agg2,DZTO
5/28/19,TWTP2,fg1,FF
5/28/19,VD,s,DG
5/28/19,VO,agg1,VP
5/28/19,WC,agg1,WQ
5/28/19,WQ,agg1,HS
5/28/19,YRMS2,agg1,YU
5/28/19,YV,agg2,YU
5/29/19,CA,agg1,HS
5/29/19,CF,agg1,YA
5/29/19,CF,agg3,HC
5/29/19,DG,s,YE
5/29/19,DS,agg3,CF
5/29/19,EA,agg3,MRMJ2
5/29/19,EQ,agg1,HS
5/29/19,EZ,agg3,WY
5/29/19,EZ,agg2,KQ
5/29/19,FF,hd1,HS
5/29/19,FG,agg2,KQ
5/29/19,GV,agg3,CE
5/29/19,GV,agg3,YV
5/29/19,GV,agg2,YV
5/29/19,GV,agg2,HS
5/29/19,HC,agg1,HS
5/29/19,HC,agg1,WQ
5/29/19,HLPC2,agg1,HD
5/29/19,IE,hd1,YV
5/29/19,JG2,agg1,GV
5/29/19,KQ,agg3,EZ
5/29/19,MC,fd,IQ
5/29/19,PU,agg3,EQ
5/29/19,PY,hd2,DG
5/29/19,QEQT,hd1,HD
5/29/19,TT,agg2,PB
5/29/19,TUCA2,s,AL
5/29/19,VI,agg3,PB
5/30/19,CG,agg3,LW
5/30/19,CR,agg3,TW
5/30/19,CU,agg2,LW
5/30/19,EZ,agg3,JO
5/30/19,FD,s,WC
5/30/19,FF,hd1,HD
5/30/19,HS,agg2,YR
5/30/19,IG,agg1,JO
5/30/19,IIID2,s,WC
5/30/19,JO,agg1,HD
5/30/19,"LT,LH,LW",agg1,TUCA2
5/30/19,LV,agg2,TE
5/30/19,LW,agg3,CU
5/30/19,LW,agg3,CQ
5/30/19,ML,s,TU
5/30/19,MV,agg3,TL
5/30/19,MV,agg2,TLSR
5/30/19,MV,agg3,IG
5/30/19,PY,agg3,JMJG2
5/30/19,PY,agg1,FD
5/30/19,PY,hd1,YL
5/30/19,TL,agg3,EQ
5/30/19,TU,agg1,LWLHLT
5/30/19,TUCA2,agg1,"LH,LW,LT"
5/30/19,TUCA2,agg2,"LT,LH,LW"
5/30/19,WQ,agg2,BX
5/30/19,WR,agg1,HD
5/30/19,ZI,agg2,FD
5/31/19,AN2,agg3,ZI
5/31/19,AN2,agg2,CA
5/31/19,BH,fd2g,IE
5/31/19,BH,s,YVIE
5/31/19,DS,agg3,MRMJ2
5/31/19,EA,agg2,YU
5/31/19,EV,agg3,PY
5/31/19,EX,agg3,ZI
5/31/19,EY,s,WR
5/31/19,FO,agg3,IG
5/31/19,HJ,agg3,YV
5/31/19,HJPU,agg2,YV
5/31/19,IF,agg1,HL
5/31/19,IF,agg3,PB
5/31/19,JM,s,SR
5/31/19,KJ,agg3,PY
5/31/19,KQ,agg2,QI
5/31/19,KS,agg2,ZE
5/31/19,KT,s,WY
5/31/19,KTKL2,agg3,IF
5/31/19,MD2,agg3,MF
5/31/19,MRMJ2,agg2,IQ
5/31/19,PU,agg3,YV
5/31/19,PY,agg2,KQKS
5/31/19,QI,agg3,KQ
5/31/19,VP,agg1,YV
5/31/19,YR,s,WR
5/31/19,YVIE,agg2,HJPU
5/31/19,ZI,agg3,GV
